disasterNumber,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,fipsCountyCode,placeCode,designatedArea,declaration_date,incident_begin,incident_end,
1545,2004,Hurricane,HURRICANE FRANCES,1,1,1,1,97,99097,Osceola (County),12665,12664,12699,
1545,2004,Hurricane,HURRICANE FRANCES,1,1,1,1,101,99101,Pasco (County),12665,12664,12699,
1545,2004,Hurricane,HURRICANE FRANCES,1,1,1,1,71,99071,Lee (County),12665,12664,12699,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,9,99009,Brevard (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,0,0,1,1,65,99065,Jefferson (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,109,99109,St. Johns (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,93,99093,Okeechobee (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,37,99037,Franklin (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,101,99101,Pasco (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,59,99059,Holmes (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,117,99117,Seminole (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,77,99077,Liberty (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,133,99133,Washington (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,99,99099,Palm Beach (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,63,99063,Jackson (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,97,99097,Osceola (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,83,99083,Marion (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,85,99085,Martin (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,73,99073,Leon (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,35,99035,Flagler (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,81,99081,Manatee (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,95,99095,Orange (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,127,99127,Volusia (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,17,99017,Citrus (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,5,99005,Bay (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,69,99069,Lake (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,55,99055,Highlands (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,31,99031,Duval (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,19,99019,Clay (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,0,0,1,1,29,99029,Dixie (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,0,0,1,1,75,99075,Levy (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,0,0,1,1,87,99087,Monroe (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,0,0,1,1,21,99021,Collier (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,0,0,1,1,15,99015,Charlotte (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,61,99061,Indian River (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,0,0,1,1,115,99115,Sarasota (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,113,99113,Santa Rosa (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,33,99033,Escambia (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,123,99123,Taylor (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,105,99105,Polk (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,0,1,111,99111,St. Lucie (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,131,99131,Walton (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,129,99129,Wakulla (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,91,99091,Okaloosa (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,71,99071,Lee (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,45,99045,Gulf (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,39,99039,Gadsden (County),12677,12674,12739,
1551,2004,Hurricane,HURRICANE IVAN,1,1,1,1,13,99013,Calhoun (County),12677,12674,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,31,99031,Duval (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,67,99067,Lafayette (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,19,99019,Clay (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,0,0,1,1,129,99129,Wakulla (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,51,99051,Hendry (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,43,99043,Glades (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,47,99047,Hamilton (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,7,99007,Bradford (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,75,99075,Levy (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,0,0,1,1,86,99086,Miami-Dade (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,9,99009,Brevard (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,41,99041,Gilchrist (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,95,99095,Orange (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,29,99029,Dixie (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,49,99049,Hardee (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,23,99023,Columbia (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,61,99061,Indian River (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,69,99069,Lake (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,53,99053,Hernando (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,97,99097,Osceola (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,55,99055,Highlands (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,3,99003,Baker (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,27,99027,DeSoto (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,111,99111,St. Lucie (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,127,99127,Volusia (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,123,99123,Taylor (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,109,99109,St. Johns (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,121,99121,Suwannee (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,115,99115,Sarasota (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,101,99101,Pasco (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,85,99085,Martin (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,107,99107,Putnam (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,83,99083,Marion (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,93,99093,Okeechobee (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,0,0,1,1,71,99071,Lee (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,125,99125,Union (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,99,99099,Palm Beach (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,15,99015,Charlotte (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,0,0,1,1,21,99021,Collier (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,57,99057,Hillsborough (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,89,99089,Nassau (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,81,99081,Manatee (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,103,99103,Pinellas (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,0,0,1,1,73,99073,Leon (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,35,99035,Flagler (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,119,99119,Sumter (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,17,99017,Citrus (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,105,99105,Polk (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,117,99117,Seminole (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,0,0,1,1,11,99011,Broward (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,79,99079,Madison (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,65,99065,Jefferson (County),12687,12685,12739,
1561,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,1,99001,Alachua (County),12687,12685,12739,
1602,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,45,99045,Gulf (County),13023,13019,13032,
1602,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,33,99033,Escambia (County),13023,13019,13032,
1602,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,11,99011,Broward (County),13023,13019,13032,
1595,2005,Hurricane,HURRICANE DENNIS,0,0,1,1,65,99065,Jefferson (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,0,0,1,1,73,99073,Leon (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,113,99113,Santa Rosa (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,0,0,1,1,39,99039,Gadsden (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,0,0,1,1,63,99063,Jackson (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,0,0,1,1,59,99059,Holmes (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,0,0,1,1,77,99077,Liberty (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,0,0,1,1,75,99075,Levy (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,0,0,1,1,87,99087,Monroe (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,0,0,1,1,133,99133,Washington (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,29,99029,Dixie (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,5,99005,Bay (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,33,99033,Escambia (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,45,99045,Gulf (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,123,99123,Taylor (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,0,0,1,1,13,99013,Calhoun (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,131,99131,Walton (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,129,99129,Wakulla (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,91,99091,Okaloosa (County),12974,12971,12984,
1595,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,37,99037,Franklin (County),12974,12971,12984,
1602,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,21,99021,Collier (County),13023,13019,13032,
1602,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,37,99037,Franklin (County),13023,13019,13032,
1602,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,86,99086,Miami-Dade (County),13023,13019,13032,
1602,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,87,99087,Monroe (County),13023,13019,13032,
1602,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,91,99091,Okaloosa (County),13023,13019,13032,
1602,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,113,99113,Santa Rosa (County),13023,13019,13032,
1602,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,5,99005,Bay (County),13023,13019,13032,
1602,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,131,99131,Walton (County),13023,13019,13032,
1609,2006,Hurricane,HURRICANE WILMA,0,0,1,1,97,99097,Osceola (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,0,0,1,1,115,99115,Sarasota (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,1,1,1,1,11,99011,Broward (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,1,1,1,1,87,99087,Monroe (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,1,1,1,1,93,99093,Okeechobee (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,1,1,1,1,71,99071,Lee (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,1,1,1,1,99,99099,Palm Beach (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,0,0,1,1,27,99027,DeSoto (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,1,1,1,1,86,99086,Miami-Dade (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,1,1,1,1,9,99009,Brevard (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,0,0,1,1,49,99049,Hardee (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,1,1,1,1,21,99021,Collier (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,1,1,1,1,43,99043,Glades (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,0,0,1,1,15,99015,Charlotte (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,1,1,1,1,111,99111,St. Lucie (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,0,0,1,1,105,99105,Polk (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,1,1,1,1,85,99085,Martin (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,0,0,1,1,55,99055,Highlands (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,1,1,1,1,61,99061,Indian River (County),13080,13079,13105,
1609,2006,Hurricane,HURRICANE WILMA,1,1,1,1,51,99051,Hendry (County),13080,13079,13105,
1679,2007,Severe Storm(s),SEVERE STORMS AND TORNADOES,1,1,1,1,117,99117,Seminole (County),13547,13545,13546,
1679,2007,Severe Storm(s),SEVERE STORMS AND TORNADOES,1,1,1,1,69,99069,Lake (County),13547,13545,13546,
1680,2007,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1,1,0,1,127,99127,Volusia (County),13553,13507,13507,
1679,2007,Severe Storm(s),SEVERE STORMS AND TORNADOES,1,1,1,1,119,99119,Sumter (County),13547,13545,13546,
1679,2007,Severe Storm(s),SEVERE STORMS AND TORNADOES,1,1,1,1,127,99127,Volusia (County),13547,13545,13546,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,93,99093,Okeechobee (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,71,99071,Lee (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,73,99073,Leon (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,83,99083,Marion (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,43,99043,Glades (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,111,99111,St. Lucie (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,109,99109,St. Johns (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,125,99125,Union (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,3,99003,Baker (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,55,99055,Highlands (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,45,99045,Gulf (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,129,99129,Wakulla (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,13,99013,Calhoun (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,19,99019,Clay (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,7,99007,Bradford (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,117,99117,Seminole (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,31,99031,Duval (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,1,99001,Alachua (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,127,99127,Volusia (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,0,1,105,99105,Polk (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,49,99049,Hardee (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,9,99009,Brevard (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,39,99039,Gadsden (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,107,99107,Putnam (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,21,99021,Collier (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,47,99047,Hamilton (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,65,99065,Jefferson (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,121,99121,Suwannee (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,87,99087,Monroe (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,123,99123,Taylor (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,115,99115,Sarasota (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,0,1,79,99079,Madison (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,89,99089,Nassau (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,69,99069,Lake (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,85,99085,Martin (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,97,99097,Osceola (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,99,99099,Palm Beach (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,77,99077,Liberty (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,15,99015,Charlotte (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,35,99035,Flagler (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,29,99029,Dixie (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,81,99081,Manatee (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,0,1,95,99095,Orange (County),14115,14109,14134,
1785,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,51,99051,Hendry (County),14115,14109,14134,
1806,2009,Hurricane,HURRICANE GUSTAV,0,0,1,1,33,99033,Escambia (County),14179,14122,14129,
1806,2009,Hurricane,HURRICANE GUSTAV,0,0,1,1,45,99045,Gulf (County),14179,14122,14129,
1806,2009,Hurricane,HURRICANE GUSTAV,0,0,1,1,91,99091,Okaloosa (County),14179,14122,14129,
1806,2009,Hurricane,HURRICANE GUSTAV,0,0,1,1,5,99005,Bay (County),14179,14122,14129,
1806,2009,Hurricane,HURRICANE GUSTAV,0,0,1,1,113,99113,Santa Rosa (County),14179,14122,14129,
1806,2009,Hurricane,HURRICANE GUSTAV,0,0,1,1,37,99037,Franklin (County),14179,14122,14129,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,59,99059,Holmes (County),14355,14329,14369,
