disasterNumber,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,fipsCountyCode,placeCode,designatedArea,declaration_date,incident_begin,incident_end,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,0,1,75,99075,Levy (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,77,99077,Liberty (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",0,0,1,1,37,99037,Franklin (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,13,99013,Calhoun (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,73,99073,Leon (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",0,0,1,1,33,99033,Escambia (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,47,99047,Hamilton (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,129,99129,Wakulla (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,67,99067,Lafayette (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,29,99029,Dixie (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,41,99041,Gilchrist (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",0,0,1,1,39,99039,Gadsden (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,63,99063,Jackson (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",0,0,1,1,45,99045,Gulf (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",0,0,1,1,65,99065,Jefferson (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",0,0,1,1,5,99005,Bay (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,133,99133,Washington (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,79,99079,Madison (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,131,99131,Walton (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,121,99121,Suwannee (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,113,99113,Santa Rosa (County),14355,14329,14369,
1831,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,91,99091,Okaloosa (County),14355,14329,14369,
1840,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",0,0,1,1,19,99019,Clay (County),14391,14381,14392,
1840,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",0,0,1,1,35,99035,Flagler (County),14391,14381,14392,
1840,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",0,0,1,1,3,99003,Baker (County),14391,14381,14392,
1840,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,127,99127,Volusia (County),14391,14381,14392,
1840,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",0,0,1,1,107,99107,Putnam (County),14391,14381,14392,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,5,99005,Bay (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,95,99095,Orange (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,93,99093,Okeechobee (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,91,99091,Okaloosa (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,105,99105,Polk (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,103,99103,Pinellas (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,97,99097,Osceola (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,119,99119,Sumter (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,123,99123,Taylor (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,125,99125,Union (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,113,99113,Santa Rosa (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,133,99133,Washington (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,121,99121,Suwannee (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,129,99129,Wakulla (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,127,99127,Volusia (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,15,99015,Charlotte (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,13,99013,Calhoun (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,19,99019,Clay (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,1,99001,Alachua (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,37,99037,Franklin (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,3,99003,Baker (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,33,99033,Escambia (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,7,99007,Bradford (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,35,99035,Flagler (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,9,99009,Brevard (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,41,99041,Gilchrist (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,11,99011,Broward (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,45,99045,Gulf (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,17,99017,Citrus (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,49,99049,Hardee (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,21,99021,Collier (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,55,99055,Highlands (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,23,99023,Columbia (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,101,99101,Pasco (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,57,99057,Hillsborough (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,27,99027,DeSoto (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,61,99061,Indian River (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,29,99029,Dixie (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,65,99065,Jefferson (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,31,99031,Duval (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,99,99099,Palm Beach (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,69,99069,Lake (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,43,99043,Glades (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,71,99071,Lee (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,47,99047,Hamilton (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,77,99077,Liberty (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,51,99051,Hendry (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,53,99053,Hernando (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,83,99083,Marion (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,59,99059,Holmes (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,85,99085,Martin (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,63,99063,Jackson (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,67,99067,Lafayette (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,107,99107,Putnam (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,73,99073,Leon (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,75,99075,Levy (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,81,99081,Manatee (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,86,99086,Miami-Dade (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,87,99087,Monroe (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,89,99089,Nassau (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,79,99079,Madison (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,39,99039,Gadsden (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,111,99111,St. Lucie (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,109,99109,St. Johns (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,131,99131,Walton (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,115,99115,Sarasota (County),13031,13024,13057,
3220,2005,Hurricane,HURRICANE KATRINA EVACUATION,0,0,1,0,117,99117,Seminole (County),13031,13024,13057,
3259,2005,Hurricane,TROPICAL STORM RITA,0,0,1,0,11,99011,Broward (County),13046,13044,13079,
3259,2005,Hurricane,TROPICAL STORM RITA,0,0,1,0,86,99086,Miami-Dade (County),13046,13044,13079,
3259,2005,Hurricane,TROPICAL STORM RITA,0,0,1,0,87,99087,Monroe (County),13046,13044,13079,
3259,2005,Hurricane,TROPICAL STORM RITA,0,0,1,0,21,99021,Collier (County),13046,13044,13079,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,7,99007,Bradford (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,19,99019,Clay (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,53,99053,Hernando (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,97,99097,Osceola (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,39,99039,Gadsden (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,133,99133,Washington (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,75,99075,Levy (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,33,99033,Escambia (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,113,99113,Santa Rosa (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,73,99073,Leon (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,45,99045,Gulf (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,95,99095,Orange (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,109,99109,St. Johns (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,79,99079,Madison (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,111,99111,St. Lucie (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,87,99087,Monroe (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,105,99105,Polk (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,41,99041,Gilchrist (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,37,99037,Franklin (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,43,99043,Glades (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,29,99029,Dixie (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,121,99121,Suwannee (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,31,99031,Duval (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,131,99131,Walton (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,129,99129,Wakulla (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,117,99117,Seminole (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,123,99123,Taylor (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,93,99093,Okeechobee (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,59,99059,Holmes (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,35,99035,Flagler (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,115,99115,Sarasota (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,81,99081,Manatee (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,83,99083,Marion (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,65,99065,Jefferson (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,57,99057,Hillsborough (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,125,99125,Union (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,99,99099,Palm Beach (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,61,99061,Indian River (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,55,99055,Highlands (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,51,99051,Hendry (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,107,99107,Putnam (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,63,99063,Jackson (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,127,99127,Volusia (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,101,99101,Pasco (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,91,99091,Okaloosa (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,86,99086,Miami-Dade (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,119,99119,Sumter (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,103,99103,Pinellas (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,23,99023,Columbia (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,49,99049,Hardee (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,15,99015,Charlotte (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,17,99017,Citrus (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,21,99021,Collier (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,47,99047,Hamilton (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,1,99001,Alachua (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,5,99005,Bay (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,9,99009,Brevard (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,27,99027,DeSoto (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,3,99003,Baker (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,11,99011,Broward (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,13,99013,Calhoun (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,67,99067,Lafayette (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,77,99077,Liberty (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,85,99085,Martin (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,71,99071,Lee (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,69,99069,Lake (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,89,99089,Nassau (County),14112,14109,14134,
3293,2008,Hurricane,HURRICANE IKE,0,0,1,0,87,99087,Monroe (County),14129,14127,14134,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,107,99107,Putnam (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,61,99061,Indian River (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,85,99085,Martin (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,19,99019,Clay (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,35,99035,Flagler (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,53,99053,Hernando (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,3,99003,Baker (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,109,99109,St. Johns (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,11,99011,Broward (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,95,99095,Orange (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,43,99043,Glades (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,17,99017,Citrus (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,69,99069,Lake (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,31,99031,Duval (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,83,99083,Marion (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,93,99093,Okeechobee (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,89,99089,Nassau (County),17080,17077,17094,
