,disasterNumber,fyDeclared,incidentType,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,fipsCountyCode,declaration_date,incident_begin,incident_end,disasterlength,declarationtime,date,precipitation
726,4084,2013,Hurricane,0,0,1,1,33,15631,15579,15581,2,52,15579.0,39.485747299999986
727,4084,2013,Hurricane,0,0,1,1,45,15631,15579,15581,2,52,15579.0,124.6727244
728,4084,2013,Hurricane,0,0,1,1,37,15631,15579,15581,2,52,15579.0,105.09842889999997
729,4138,2013,Severe Storm(s),0,0,1,1,5,15919,15888,15893,5,31,15888.0,4.493241564
730,4138,2013,Severe Storm(s),0,0,1,1,131,15919,15888,15893,5,31,15888.0,0.03417536
731,4138,2013,Severe Storm(s),0,0,1,1,59,15919,15888,15893,5,31,15888.0,0.157587804
732,4138,2013,Severe Storm(s),0,0,1,1,133,15919,15888,15893,5,31,15888.0,4.94047378
733,4177,2014,Severe Storm(s),0,0,1,1,59,16196,16188,16196,8,8,16188.0,0.148567252
734,4177,2014,Severe Storm(s),1,0,1,1,33,16196,16188,16196,8,8,16188.0,0.755565743
735,4177,2014,Severe Storm(s),0,0,1,1,133,16196,16188,16196,8,8,16188.0,0.112477504
736,4177,2014,Severe Storm(s),1,0,1,1,113,16196,16188,16196,8,8,16188.0,0.317628043
737,4177,2014,Severe Storm(s),0,0,1,1,5,16196,16188,16196,8,8,16188.0,0.32815705399999995
738,4177,2014,Severe Storm(s),0,0,1,1,13,16196,16188,16196,8,8,16188.0,0.09062734800000001
739,4177,2014,Severe Storm(s),1,0,1,1,63,16196,16188,16196,8,8,16188.0,0.9388266719999999
740,4177,2014,Severe Storm(s),1,0,1,1,91,16196,16188,16196,8,8,16188.0,0.177325042
741,4177,2014,Severe Storm(s),1,0,1,1,131,16196,16188,16196,8,8,16188.0,0.39003141
742,4283,2017,Hurricane,0,0,1,1,97,17083,17077,17094,17,6,17077.0,334.6089672
743,4280,2016,Hurricane,1,0,1,1,103,17072,17044,17056,12,28,17044.0,1498.21561
744,4283,2017,Hurricane,0,0,1,1,99,17083,17077,17094,17,6,17077.0,1761.2584995999991
745,4280,2016,Hurricane,0,0,1,1,37,17072,17044,17056,12,28,17044.0,21.568590670000003
746,4280,2016,Hurricane,0,0,1,1,119,17072,17044,17056,12,28,17044.0,417.46862799999997
747,4280,2016,Hurricane,1,0,1,1,29,17072,17044,17056,12,28,17044.0,225.3898774
748,4280,2016,Hurricane,0,0,1,1,65,17072,17044,17056,12,28,17044.0,52.54915267
749,4283,2017,Hurricane,1,0,1,1,9,17083,17077,17094,17,6,17077.0,524.6005468
750,4283,2017,Hurricane,0,0,1,1,7,17083,17077,17094,17,6,17077.0,3.4527822400000003
751,4280,2016,Hurricane,0,0,1,1,115,17072,17044,17056,12,28,17044.0,1417.213455
752,4280,2016,Hurricane,0,0,1,1,121,17072,17044,17056,12,28,17044.0,44.24551198000001
753,4280,2016,Hurricane,1,0,1,1,73,17072,17044,17056,12,28,17044.0,32.51392947
754,4280,2016,Hurricane,0,0,1,1,39,17072,17044,17056,12,28,17044.0,5.565736195
755,4280,2016,Hurricane,1,0,1,1,17,17072,17044,17056,12,28,17044.0,629.1110410000001
756,4283,2017,Hurricane,0,0,1,1,11,17083,17077,17094,17,6,17077.0,384.37415989999994
757,4280,2016,Hurricane,0,0,1,1,83,17072,17044,17056,12,28,17044.0,390.90155260000006
758,4283,2017,Hurricane,1,0,1,1,89,17083,17077,17094,17,6,17077.0,7.2656023759999995
759,4280,2016,Hurricane,1,0,1,1,129,17072,17044,17056,12,28,17044.0,39.483098000000005
760,4280,2016,Hurricane,1,0,1,1,123,17072,17044,17056,12,28,17044.0,92.8656296
761,4280,2016,Hurricane,1,0,1,1,75,17072,17044,17056,12,28,17044.0,583.7848470999999
762,4283,2017,Hurricane,1,0,1,1,117,17083,17077,17094,17,6,17077.0,6.721235609
763,4280,2016,Hurricane,0,0,1,1,1,17072,17044,17056,12,28,17044.0,44.42894189999999
764,4280,2016,Hurricane,1,0,1,1,81,17072,17044,17056,12,28,17044.0,1905.401365
765,4283,2017,Hurricane,0,0,1,1,95,17083,17077,17094,17,6,17077.0,115.5712738
766,4283,2017,Hurricane,1,0,1,1,127,17083,17077,17094,17,6,17077.0,129.355796974
767,4280,2016,Hurricane,0,0,1,1,125,17072,17044,17056,12,28,17044.0,7.5106644000000005
768,4283,2017,Hurricane,1,0,1,1,109,17083,17077,17094,17,6,17077.0,103.794626596
769,4283,2017,Hurricane,1,0,1,1,31,17083,17077,17094,17,6,17077.0,12.544172115999999
770,4280,2016,Hurricane,0,0,1,1,41,17072,17044,17056,12,28,17044.0,18.29172603
771,4283,2017,Hurricane,0,0,1,1,85,17083,17077,17094,17,6,17077.0,541.4055815
772,4283,2017,Hurricane,1,0,1,1,107,17083,17077,17094,17,6,17077.0,15.371862118
773,4280,2016,Hurricane,0,0,1,1,67,17072,17044,17056,12,28,17044.0,78.15070170000001
774,4337,2017,Hurricane,1,0,1,1,86,17419,17413,17458,45,6,17413.0,348.16886641
775,4280,2016,Hurricane,0,0,1,1,23,17072,17044,17056,12,28,17044.0,37.208889049999996
776,4283,2017,Hurricane,0,0,1,1,111,17083,17077,17094,17,6,17077.0,407.423885
777,4283,2017,Hurricane,0,0,1,1,69,17083,17077,17094,17,6,17077.0,136.9834562
778,4337,2017,Hurricane,1,0,1,1,75,17419,17413,17458,45,6,17413.0,25.288494273
779,4280,2016,Hurricane,0,0,1,1,79,17072,17044,17056,12,28,17044.0,36.807264929999995
780,4337,2017,Hurricane,1,0,1,1,1,17419,17413,17458,45,6,17413.0,30.562309648
781,4280,2016,Hurricane,1,0,0,1,57,17072,17044,17056,12,28,17044.0,3365.225532
782,4283,2017,Hurricane,1,0,1,1,35,17083,17077,17094,17,6,17077.0,3.482828519
783,4280,2016,Hurricane,0,0,1,1,77,17072,17044,17056,12,28,17044.0,13.00960156
784,4283,2017,Hurricane,1,0,1,1,61,17083,17077,17094,17,6,17077.0,85.9684277
785,4280,2016,Hurricane,1,0,1,1,53,17072,17044,17056,12,28,17044.0,919.9060649999999
786,4280,2016,Hurricane,0,0,1,1,3,17072,17044,17056,12,28,17044.0,42.06547187
787,4280,2016,Hurricane,1,0,1,1,101,17072,17044,17056,12,28,17044.0,1324.708873
788,4283,2017,Hurricane,0,0,1,1,19,17083,17077,17094,17,6,17077.0,4.838580308999999
789,4337,2017,Hurricane,1,0,1,1,83,17419,17413,17458,45,6,17413.0,224.07026446599997
790,4337,2017,Hurricane,1,0,1,1,109,17419,17413,17458,45,6,17413.0,38.408261870000004
791,4337,2017,Hurricane,1,0,1,1,87,17419,17413,17458,45,6,17413.0,262.97591964
792,4337,2017,Hurricane,1,0,1,1,23,17419,17413,17458,45,6,17413.0,29.81882983000001
793,4337,2017,Hurricane,1,0,1,1,89,17419,17413,17458,45,6,17413.0,3.43138468
794,4337,2017,Hurricane,1,0,1,1,49,17419,17413,17458,45,6,17413.0,39.41920079999999
795,4399,2019,Hurricane,0,0,1,1,47,17815,17811,17824,13,4,17811.0,0.0
796,4337,2017,Hurricane,1,0,1,1,115,17419,17413,17458,45,6,17413.0,14.51258764
797,4337,2017,Hurricane,1,0,1,1,7,17419,17413,17458,45,6,17413.0,37.9306182
798,4337,2017,Hurricane,1,0,1,1,125,17419,17413,17458,45,6,17413.0,19.6384761
799,4337,2017,Hurricane,1,0,1,1,71,17419,17413,17458,45,6,17413.0,38.78667857999999
800,4337,2017,Hurricane,0,0,1,1,129,17419,17413,17458,45,6,17413.0,0.47006721
801,4337,2017,Hurricane,1,0,1,1,107,17419,17413,17458,45,6,17413.0,29.438917019999998
802,4337,2017,Hurricane,0,0,1,1,37,17419,17413,17458,45,6,17413.0,1.52505473
803,4337,2017,Hurricane,0,0,1,1,113,17419,17413,17458,45,6,17413.0,10.858275798
804,4337,2017,Hurricane,1,0,1,1,69,17419,17413,17458,45,6,17413.0,323.16591266
805,4337,2017,Hurricane,0,0,1,1,123,17419,17413,17458,45,6,17413.0,3.6003436729999994
806,4337,2017,Hurricane,1,0,1,1,9,17419,17413,17458,45,6,17413.0,244.57526652999994
807,4337,2017,Hurricane,1,0,1,1,41,17419,17413,17458,45,6,17413.0,26.942901
808,4337,2017,Hurricane,0,0,1,1,77,17419,17413,17458,45,6,17413.0,1.18899359
809,4341,2017,Hurricane,1,0,1,1,0,17436,17413,17444,31,23,,
810,4337,2017,Hurricane,1,0,1,1,15,17419,17413,17458,45,6,17413.0,40.41295538
811,4337,2017,Hurricane,1,0,1,1,31,17419,17413,17458,45,6,17413.0,40.780487373
812,4337,2017,Hurricane,0,0,1,1,59,17419,17413,17458,45,6,17413.0,0.156062484
813,4399,2019,Hurricane,1,0,1,1,73,17815,17811,17824,13,4,17811.0,0.11419492399999999
814,4337,2017,Hurricane,1,0,1,1,19,17419,17413,17458,45,6,17413.0,50.928253000000005
815,4337,2017,Hurricane,1,0,1,1,55,17419,17413,17458,45,6,17413.0,87.29495706999998
816,4337,2017,Hurricane,1,0,1,1,101,17419,17413,17458,45,6,17413.0,4.6182061700000006
817,4337,2017,Hurricane,1,0,1,1,35,17419,17413,17458,45,6,17413.0,66.90566364
818,4337,2017,Hurricane,0,0,1,1,63,17419,17413,17458,45,6,17413.0,0.0
819,4341,2017,Hurricane,1,0,1,1,0,17436,17413,17444,31,23,,
820,4337,2017,Hurricane,1,0,1,1,51,17419,17413,17458,45,6,17413.0,54.300043276000004
821,4337,2017,Hurricane,0,0,1,1,45,17419,17413,17458,45,6,17413.0,0.52650297
822,4337,2017,Hurricane,0,0,1,1,5,17419,17413,17458,45,6,17413.0,0.18060911000000002
823,4337,2017,Hurricane,1,0,1,1,81,17419,17413,17458,45,6,17413.0,6.771583334
824,4337,2017,Hurricane,1,0,1,1,111,17419,17413,17458,45,6,17413.0,35.20061793000001
825,4337,2017,Hurricane,0,0,1,1,39,17419,17413,17458,45,6,17413.0,0.0
826,4337,2017,Hurricane,1,0,1,1,97,17419,17413,17458,45,6,17413.0,152.73298810000003
827,4337,2017,Hurricane,1,0,1,1,117,17419,17413,17458,45,6,17413.0,132.01413200000002
828,4337,2017,Hurricane,1,0,1,1,61,17419,17413,17458,45,6,17413.0,121.68022069999999
829,4337,2017,Hurricane,1,0,1,1,67,17419,17413,17458,45,6,17413.0,26.09636935
830,4337,2017,Hurricane,1,0,1,1,47,17419,17413,17458,45,6,17413.0,15.021489059999997
831,4337,2017,Hurricane,1,0,1,1,53,17419,17413,17458,45,6,17413.0,3.7616232259999998
832,4337,2017,Hurricane,0,0,1,1,73,17419,17413,17458,45,6,17413.0,1.18521543
833,4337,2017,Hurricane,0,0,1,1,91,17419,17413,17458,45,6,17413.0,9.552452442
834,4341,2017,Hurricane,1,0,1,1,0,17436,17413,17444,31,23,,
835,4337,2017,Hurricane,1,0,1,1,105,17419,17413,17458,45,6,17413.0,189.779828823
836,4337,2017,Hurricane,1,0,1,1,57,17419,17413,17458,45,6,17413.0,4.063065518999999
837,4337,2017,Hurricane,1,0,1,1,121,17419,17413,17458,45,6,17413.0,32.56303613
838,4337,2017,Hurricane,1,0,1,1,43,17419,17413,17458,45,6,17413.0,122.33932152999999
839,4337,2017,Hurricane,0,0,1,1,13,17419,17413,17458,45,6,17413.0,0.0
840,4337,2017,Hurricane,1,0,1,1,27,17419,17413,17458,45,6,17413.0,22.72141739
841,4337,2017,Hurricane,1,0,1,1,21,17419,17413,17458,45,6,17413.0,471.6078453870001
842,4337,2017,Hurricane,1,0,1,1,29,17419,17413,17458,45,6,17413.0,15.607211944
843,4337,2017,Hurricane,1,0,1,1,119,17419,17413,17458,45,6,17413.0,61.008665449999995
844,4337,2017,Hurricane,0,0,1,1,79,17419,17413,17458,45,6,17413.0,1.144355743
845,4341,2017,Hurricane,1,0,1,1,0,17436,17413,17444,31,23,,
846,4337,2017,Hurricane,1,0,1,1,85,17419,17413,17458,45,6,17413.0,51.6820155
847,4337,2017,Hurricane,1,0,1,1,127,17419,17413,17458,45,6,17413.0,381.00827680000003
848,4337,2017,Hurricane,0,0,1,1,65,17419,17413,17458,45,6,17413.0,0.0
849,4337,2017,Hurricane,1,0,1,1,17,17419,17413,17458,45,6,17413.0,29.493079020000003
850,4337,2017,Hurricane,0,0,1,1,33,17419,17413,17458,45,6,17413.0,4.978582709
851,4337,2017,Hurricane,0,0,1,1,131,17419,17413,17458,45,6,17413.0,3.8797159749999994
852,4337,2017,Hurricane,1,0,1,1,3,17419,17413,17458,45,6,17413.0,47.545441999999994
853,4399,2019,Hurricane,1,0,1,1,39,17815,17811,17824,13,4,17811.0,0.44404461
854,4337,2017,Hurricane,1,0,1,1,103,17419,17413,17458,45,6,17413.0,2.311874368
855,4399,2019,Hurricane,1,0,1,1,37,17815,17811,17824,13,4,17811.0,0.37853866999999997
856,4337,2017,Hurricane,1,0,1,1,93,17419,17413,17458,45,6,17413.0,34.325893609999994
857,4337,2017,Hurricane,1,0,1,1,99,17419,17413,17458,45,6,17413.0,374.3621285000001
858,4399,2019,Hurricane,0,0,1,1,65,17815,17811,17824,13,4,17811.0,0.007887701
859,4399,2019,Hurricane,0,0,1,1,121,17815,17811,17824,13,4,17811.0,0.035944159999999996
860,4337,2017,Hurricane,1,0,1,1,11,17419,17413,17458,45,6,17413.0,152.4921498
861,4399,2019,Hurricane,1,0,1,1,59,17815,17811,17824,13,4,17811.0,0.0
862,4399,2019,Hurricane,1,0,1,1,133,17815,17811,17824,13,4,17811.0,0.0
863,4399,2019,Hurricane,1,0,1,1,77,17815,17811,17824,13,4,17811.0,0.22448870399999998
864,4399,2019,Hurricane,1,0,1,1,45,17815,17811,17824,13,4,17811.0,0.628735884
865,4399,2019,Hurricane,1,0,1,1,5,17815,17811,17824,13,4,17811.0,0.49989316100000003
866,4399,2019,Hurricane,1,0,1,1,13,17815,17811,17824,13,4,17811.0,0.00010068200000000001
867,4399,2019,Hurricane,1,0,1,1,129,17815,17811,17824,13,4,17811.0,0.053818586
868,4399,2019,Hurricane,0,0,1,0,91,17815,17811,17824,13,4,17811.0,1.0768026159999997
869,4399,2019,Hurricane,1,0,1,1,63,17815,17811,17824,13,4,17811.0,0.018583501000000002
870,4399,2019,Hurricane,1,0,1,1,123,17815,17811,17824,13,4,17811.0,0.09448641099999999
871,4341,2017,Hurricane,1,0,1,1,0,17436,17413,17444,31,23,,
872,4399,2019,Hurricane,0,0,1,0,131,17815,17811,17824,13,4,17811.0,0.46417137499999994
873,4337,2017,Hurricane,0,0,1,1,133,17419,17413,17458,45,6,17413.0,0.0
874,4341,2017,Hurricane,1,0,1,1,0,17436,17413,17444,31,23,,
875,4399,2019,Hurricane,0,0,1,1,79,17815,17811,17824,13,4,17811.0,0.0
876,4337,2017,Hurricane,1,0,1,1,95,17419,17413,17458,45,6,17413.0,275.3342016
877,3419,2019,Hurricane,0,0,1,0,99,18138,18136,18148,12,2,18136.0,112.78733740000001
878,3419,2019,Hurricane,0,0,1,0,33,18138,18136,18148,12,2,18136.0,39.984563193
879,3419,2019,Hurricane,0,0,1,0,1,18138,18136,18148,12,2,18136.0,0.6878598840000001
880,3419,2019,Hurricane,0,0,1,0,91,18138,18136,18148,12,2,18136.0,0.285725159
881,3419,2019,Hurricane,0,0,1,0,97,18138,18136,18148,12,2,18136.0,90.95035411999999
882,3419,2019,Hurricane,0,0,1,0,15,18138,18136,18148,12,2,18136.0,100.05229779999999
883,3419,2019,Hurricane,0,0,1,0,35,18138,18136,18148,12,2,18136.0,1.094399394
884,3419,2019,Hurricane,0,0,1,0,27,18138,18136,18148,12,2,18136.0,149.01481
885,3419,2019,Hurricane,0,0,1,0,73,18138,18136,18148,12,2,18136.0,1.8017233600000002
886,3419,2019,Hurricane,0,0,1,0,89,18138,18136,18148,12,2,18136.0,43.617586450000005
887,3419,2019,Hurricane,0,0,1,0,47,18138,18136,18148,12,2,18136.0,1.110937424
888,3419,2019,Hurricane,0,0,1,0,49,18138,18136,18148,12,2,18136.0,26.57295823
889,3419,2019,Hurricane,0,0,1,0,21,18138,18136,18148,12,2,18136.0,77.21476249999999
890,3419,2019,Hurricane,0,0,1,0,79,18138,18136,18148,12,2,18136.0,1.219056248
891,3419,2019,Hurricane,0,0,1,0,71,18138,18136,18148,12,2,18136.0,53.14660950000001
892,3419,2019,Hurricane,0,0,1,0,117,18138,18136,18148,12,2,18136.0,15.437743569999999
893,3419,2019,Hurricane,0,0,1,0,51,18138,18136,18148,12,2,18136.0,61.4933877
894,3419,2019,Hurricane,0,0,1,0,3,18138,18136,18148,12,2,18136.0,2.5036079890000003
895,3419,2019,Hurricane,0,0,1,0,119,18138,18136,18148,12,2,18136.0,4.734923170000001
896,3419,2019,Hurricane,0,0,1,0,93,18138,18136,18148,12,2,18136.0,170.2388085
897,3419,2019,Hurricane,0,0,1,0,43,18138,18136,18148,12,2,18136.0,36.7739089
898,3419,2019,Hurricane,0,0,1,0,113,18138,18136,18148,12,2,18136.0,36.581310114
899,3419,2019,Hurricane,0,0,1,0,121,18138,18136,18148,12,2,18136.0,0.38064965
900,3419,2019,Hurricane,0,0,1,0,127,18138,18136,18148,12,2,18136.0,25.902170784000006
901,3419,2019,Hurricane,0,0,1,0,129,18138,18136,18148,12,2,18136.0,1.365194003
902,3419,2019,Hurricane,0,0,1,0,13,18138,18136,18148,12,2,18136.0,0.419408769
903,3419,2019,Hurricane,0,0,1,0,81,18138,18136,18148,12,2,18136.0,167.4130448
904,3419,2019,Hurricane,0,0,1,0,109,18138,18136,18148,12,2,18136.0,7.315900839999999
905,3419,2019,Hurricane,0,0,1,0,75,18138,18136,18148,12,2,18136.0,15.397076935
906,3419,2019,Hurricane,0,0,1,0,86,18138,18136,18148,12,2,18136.0,423.1115648999999
907,3419,2019,Hurricane,0,0,1,0,111,18138,18136,18148,12,2,18136.0,169.62483830000002
908,3419,2019,Hurricane,0,0,1,0,31,18138,18136,18148,12,2,18136.0,70.79752140000001
909,3419,2019,Hurricane,0,0,1,0,53,18138,18136,18148,12,2,18136.0,25.7821094
910,3419,2019,Hurricane,0,0,1,0,41,18138,18136,18148,12,2,18136.0,0.44139725099999993
911,3419,2019,Hurricane,0,0,1,0,101,18138,18136,18148,12,2,18136.0,39.23597881999999
912,3419,2019,Hurricane,0,0,1,0,95,18138,18136,18148,12,2,18136.0,133.01745889999998
913,3419,2019,Hurricane,0,0,1,0,9,18138,18136,18148,12,2,18136.0,146.14460065000003
914,3419,2019,Hurricane,0,0,1,0,131,18138,18136,18148,12,2,18136.0,0.158750722
915,3419,2019,Hurricane,0,0,1,0,11,18138,18136,18148,12,2,18136.0,99.3878375
916,3419,2019,Hurricane,0,0,1,0,59,18138,18136,18148,12,2,18136.0,0.0
917,3419,2019,Hurricane,0,0,1,0,37,18138,18136,18148,12,2,18136.0,3.9877502979999995
918,3419,2019,Hurricane,0,0,1,0,65,18138,18136,18148,12,2,18136.0,2.0585736939999997
919,3419,2019,Hurricane,0,0,1,0,61,18138,18136,18148,12,2,18136.0,82.943848
920,3419,2019,Hurricane,0,0,1,0,57,18138,18136,18148,12,2,18136.0,125.45342622999999
921,3419,2019,Hurricane,0,0,1,0,133,18138,18136,18148,12,2,18136.0,0.015930699
922,3419,2019,Hurricane,0,0,1,0,87,18138,18136,18148,12,2,18136.0,151.09681020000005
923,3419,2019,Hurricane,0,0,1,0,63,18138,18136,18148,12,2,18136.0,0.067917376
924,3419,2019,Hurricane,0,0,1,0,67,18138,18136,18148,12,2,18136.0,0.251023636
925,3419,2019,Hurricane,0,0,1,0,107,18138,18136,18148,12,2,18136.0,3.9392248569999997
926,3419,2019,Hurricane,0,0,1,0,115,18138,18136,18148,12,2,18136.0,148.79115610000002
927,3419,2019,Hurricane,0,0,1,0,29,18138,18136,18148,12,2,18136.0,2.4723262249999998
928,3419,2019,Hurricane,0,0,1,0,39,18138,18136,18148,12,2,18136.0,0.23825183099999997
929,3419,2019,Hurricane,0,0,1,0,103,18138,18136,18148,12,2,18136.0,16.37459263
930,3419,2019,Hurricane,0,0,1,0,123,18138,18136,18148,12,2,18136.0,3.005661778
931,3419,2019,Hurricane,0,0,1,0,125,18138,18136,18148,12,2,18136.0,0.031159043999999997
932,3419,2019,Hurricane,0,0,1,0,45,18138,18136,18148,12,2,18136.0,7.422143019999999
933,3419,2019,Hurricane,0,0,1,0,55,18138,18136,18148,12,2,18136.0,72.34689712000001
934,3419,2019,Hurricane,0,0,1,0,7,18138,18136,18148,12,2,18136.0,2.035944299
935,3419,2019,Hurricane,0,0,1,0,23,18138,18136,18148,12,2,18136.0,0.6665222749999999
936,3419,2019,Hurricane,0,0,1,0,5,18138,18136,18148,12,2,18136.0,1.9367574189999999
937,3419,2019,Hurricane,0,0,1,0,85,18138,18136,18148,12,2,18136.0,70.25151879999999
938,3419,2019,Hurricane,0,0,1,0,105,18138,18136,18148,12,2,18136.0,159.54206313999995
939,3419,2019,Hurricane,0,0,1,0,77,18138,18136,18148,12,2,18136.0,0.5565294570000001
940,3419,2019,Hurricane,0,0,1,0,83,18138,18136,18148,12,2,18136.0,5.1427678629999996
941,3419,2019,Hurricane,0,0,1,0,69,18138,18136,18148,12,2,18136.0,31.279033650000002
942,3419,2019,Hurricane,0,0,1,0,19,18138,18136,18148,12,2,18136.0,6.06463473
943,3419,2019,Hurricane,0,0,1,0,17,18138,18136,18148,12,2,18136.0,3.540023207
944,3420,2019,Hurricane,0,0,1,0,0,18139,18136,18143,7,3,,
945,3420,2019,Hurricane,0,0,1,0,0,18139,18136,18143,7,3,,
946,3420,2019,Hurricane,0,0,1,0,0,18139,18136,18143,7,3,,
947,3420,2019,Hurricane,0,0,1,0,0,18139,18136,18143,7,3,,
948,3420,2019,Hurricane,0,0,1,0,0,18139,18136,18143,7,3,,
949,3420,2019,Hurricane,0,0,1,0,0,18139,18136,18143,7,3,,
950,4468,2020,Hurricane,0,0,1,1,85,18190,18136,18148,12,54,18136.0,70.25151879999999
951,4468,2020,Hurricane,0,0,1,1,117,18190,18136,18148,12,54,18136.0,15.437743569999999
952,4468,2020,Hurricane,0,0,1,1,111,18190,18136,18148,12,54,18136.0,169.62483830000002
953,4468,2020,Hurricane,0,0,1,1,109,18190,18136,18148,12,54,18136.0,7.315900839999999
954,4468,2020,Hurricane,0,0,1,1,99,18190,18136,18148,12,54,18136.0,112.78733740000001
955,4468,2020,Hurricane,0,0,1,1,89,18190,18136,18148,12,54,18136.0,43.617586450000005
956,4468,2020,Hurricane,0,0,1,1,35,18190,18136,18148,12,54,18136.0,1.094399394
957,4468,2020,Hurricane,0,0,1,1,97,18190,18136,18148,12,54,18136.0,90.95035411999999
958,4468,2020,Hurricane,0,0,1,1,107,18190,18136,18148,12,54,18136.0,3.9392248569999997
959,4468,2020,Hurricane,0,0,1,1,61,18190,18136,18148,12,54,18136.0,82.943848
960,4468,2020,Hurricane,0,0,1,1,9,18190,18136,18148,12,54,18136.0,146.14460065000003
961,4468,2020,Hurricane,0,0,1,1,31,18190,18136,18148,12,54,18136.0,70.79752140000001
962,4468,2020,Hurricane,0,0,1,1,11,18190,18136,18148,12,54,18136.0,99.3878375
963,4468,2020,Hurricane,0,0,1,1,127,18190,18136,18148,12,54,18136.0,25.902170784000006
964,3533,2020,Hurricane,0,0,1,0,9,18475,18475,18479,4,0,,
965,3533,2020,Hurricane,0,0,1,0,19,18475,18475,18479,4,0,,
966,3533,2020,Hurricane,0,0,1,0,31,18475,18475,18479,4,0,,
967,3533,2020,Hurricane,0,0,1,0,86,18475,18475,18479,4,0,,
968,3533,2020,Hurricane,0,0,1,0,11,18475,18475,18479,4,0,,
969,3533,2020,Hurricane,0,0,1,0,89,18475,18475,18479,4,0,,
970,3533,2020,Hurricane,0,0,1,0,97,18475,18475,18479,4,0,,
971,3533,2020,Hurricane,0,0,1,0,35,18475,18475,18479,4,0,,
972,3533,2020,Hurricane,0,0,1,0,85,18475,18475,18479,4,0,,
973,3533,2020,Hurricane,0,0,1,0,93,18475,18475,18479,4,0,,
974,3533,2020,Hurricane,0,0,1,0,61,18475,18475,18479,4,0,,
975,3533,2020,Hurricane,0,0,1,0,107,18475,18475,18479,4,0,,
976,3533,2020,Hurricane,0,0,1,0,87,18475,18475,18479,4,0,,
977,3533,2020,Hurricane,0,0,1,0,111,18475,18475,18479,4,0,,
978,3533,2020,Hurricane,0,0,1,0,95,18475,18475,18479,4,0,,
979,3533,2020,Hurricane,0,0,1,0,117,18475,18475,18479,4,0,,
980,3533,2020,Hurricane,0,0,1,0,127,18475,18475,18479,4,0,,
981,3533,2020,Hurricane,0,0,1,0,99,18475,18475,18479,4,0,,
982,3533,2020,Hurricane,0,0,1,0,109,18475,18475,18479,4,0,,
